trade_idx,mode,param,old,new,reason,sample_size,recent_pnl,recent_expectancy,recent_win_rate,recent_drawdown,deadband,direction,explain
658,B,session_cap,2.0,3.0,RECOVER,10,565.0,56.5,0.1,-460.0,40.0,risk_up,Streak over -> cap back to default.
663,B,session_cap,3.0,2.0,STREAK,10,269.0,26.9,0.1,-487.0,40.0,risk_down,5 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
668,B,session_cap,2.0,3.0,RECOVER,10,514.0,51.4,0.1,-545.0,40.0,risk_up,Streak over -> cap back to default.
676,B,session_cap,3.0,4.0,RECOVER,10,1251.0,125.1,0.3,-218.0,40.0,risk_up,Streak over -> cap back to default.
685,B,session_cap,4.0,3.0,STREAK,10,3009.0,300.9,0.4,-107.0,40.0,risk_down,4 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
690,B,session_cap,3.0,2.0,STREAK,10,1271.0,127.1,0.2,-107.0,40.0,risk_down,4 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
703,B,session_cap,2.0,3.0,RECOVER,10,193.0,19.3,0.1,-286.0,40.0,risk_up,Streak over -> cap back to default.
709,B,session_cap,3.0,4.0,RECOVER,10,1654.0,165.4,0.4,-155.0,40.0,risk_up,Streak over -> cap back to default.
715,B,session_cap,4.0,3.0,STREAK,10,1245.0,124.5,0.3,-92.0,40.0,risk_down,4 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
720,B,session_cap,3.0,2.0,STREAK,10,-210.0,-21.0,0.1,-414.0,40.0,risk_down,9 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
731,B,session_cap,2.0,3.0,RECOVER,10,272.0,27.2,0.2,-301.0,40.0,risk_up,Streak over -> cap back to default.
736,B,session_cap,3.0,2.0,STREAK,10,2364.0,236.4,0.2,-283.0,40.0,risk_down,4 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
742,B,session_cap,2.0,3.0,RECOVER,10,-220.0,-22.0,0.1,-500.0,40.0,risk_up,Streak over -> cap back to default.
749,B,session_cap,3.0,4.0,RECOVER,10,1170.0,117.0,0.4,-410.0,40.0,risk_up,Streak over -> cap back to default.
754,B,session_cap,4.0,3.0,STREAK,10,1523.0,152.3,0.4,-594.0,40.0,risk_down,4 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
759,B,session_cap,3.0,4.0,RECOVER,10,3194.0,319.4,0.4,-594.0,40.0,risk_up,Streak over -> cap back to default.
771,B,session_cap,4.0,3.0,STREAK,10,1014.0,101.4,0.2,-187.0,40.0,risk_down,4 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
777,B,session_cap,3.0,4.0,RECOVER,10,1324.0,132.4,0.3,-291.0,40.0,risk_up,Streak over -> cap back to default.
782,B,session_cap,4.0,3.0,STREAK,10,1038.0,103.8,0.3,-564.0,40.0,risk_down,5 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
787,B,session_cap,3.0,2.0,STREAK,10,-1055.0,-105.5,0.0,-1031.0,40.0,risk_down,10 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
792,B,session_cap,2.0,3.0,RECOVER,10,1264.0,126.4,0.2,-478.0,40.0,risk_up,Streak over -> cap back to default.
797,B,session_cap,3.0,4.0,RECOVER,10,4295.0,429.5,0.4,-313.0,40.0,risk_up,Streak over -> cap back to default.
821,B,session_cap,4.0,3.0,STREAK,10,645.0,64.5,0.3,-189.0,40.0,risk_down,4 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
826,B,session_cap,3.0,4.0,RECOVER,10,748.0,74.8,0.3,-562.0,40.0,risk_up,Streak over -> cap back to default.
832,B,session_cap,4.0,3.0,STREAK,10,260.0,26.0,0.3,-487.0,40.0,risk_down,4 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
838,B,session_cap,3.0,4.0,RECOVER,10,3341.0,334.1,0.2,-204.0,40.0,risk_up,Streak over -> cap back to default.
847,B,session_cap,4.0,3.0,STREAK,10,2820.0,282.0,0.2,-523.0,40.0,risk_down,4 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
852,B,session_cap,3.0,4.0,RECOVER,10,523.0,52.3,0.2,-806.0,40.0,risk_up,Streak over -> cap back to default.
862,B,session_cap,4.0,3.0,STREAK,10,1193.0,119.3,0.4,-434.0,40.0,risk_down,4 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
867,B,session_cap,3.0,4.0,RECOVER,10,1722.0,172.2,0.4,-130.0,40.0,risk_up,Streak over -> cap back to default.
895,B,session_cap,4.0,3.0,STREAK,10,1119.0,111.9,0.4,-249.0,40.0,risk_down,4 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
900,B,session_cap,3.0,2.0,STREAK,10,-199.0,-19.9,0.1,-450.0,40.0,risk_down,9 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
909,B,session_cap,2.0,3.0,RECOVER,10,-45.0,-4.5,0.2,-480.0,40.0,risk_up,Streak over -> cap back to default.
914,B,session_cap,3.0,4.0,RECOVER,10,496.0,49.6,0.4,-469.0,40.0,risk_up,Streak over -> cap back to default.
919,B,session_cap,4.0,3.0,STREAK,10,397.0,39.7,0.3,-236.0,40.0,risk_down,5 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
924,B,session_cap,3.0,4.0,RECOVER,10,-242.0,-24.2,0.1,-354.0,40.0,risk_up,Streak over -> cap back to default.
934,B,session_cap,4.0,3.0,STREAK,10,1979.0,198.0,0.4,-275.0,40.0,risk_down,4 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
939,B,session_cap,3.0,2.0,STREAK,10,626.0,62.6,0.1,-490.0,40.0,risk_down,9 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
946,B,session_cap,2.0,3.0,RECOVER,10,-67.0,-6.7,0.2,-501.0,40.0,risk_up,Streak over -> cap back to default.
951,B,session_cap,3.0,4.0,RECOVER,10,1365.0,136.5,0.3,-115.0,40.0,risk_up,Streak over -> cap back to default.
968,B,session_cap,4.0,3.0,STREAK,10,382.0,38.2,0.3,-424.0,40.0,risk_down,4 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
973,B,session_cap,3.0,4.0,RECOVER,10,1275.0,127.5,0.2,-309.0,40.0,risk_up,Streak over -> cap back to default.
1001,B,session_cap,4.0,3.0,STREAK,10,4579.0,457.9,0.4,-183.0,40.0,risk_down,4 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
1006,B,session_cap,3.0,2.0,STREAK,10,2515.0,251.5,0.1,-550.0,40.0,risk_down,9 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
1013,B,session_cap,2.0,3.0,RECOVER,10,295.0,29.5,0.3,-352.0,40.0,risk_up,Streak over -> cap back to default.
1018,B,session_cap,3.0,2.0,STREAK,10,-24.0,-2.4,0.1,-261.0,40.0,risk_down,5 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
1023,B,session_cap,2.0,3.0,RECOVER,10,5286.0,528.6,0.3,-243.0,40.0,risk_up,Streak over -> cap back to default.
1031,B,session_cap,3.0,2.0,STREAK,10,905.0,90.5,0.2,-104.0,40.0,risk_down,4 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
1038,B,session_cap,2.0,3.0,RECOVER,10,-243.0,-24.3,0.1,-410.0,40.0,risk_up,Streak over -> cap back to default.
1043,B,session_cap,3.0,2.0,STREAK,10,-111.0,-11.1,0.2,-167.0,40.0,risk_down,4 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
1055,B,session_cap,2.0,3.0,RECOVER,10,-97.0,-9.7,0.1,-278.0,40.0,risk_up,Streak over -> cap back to default.
1060,B,session_cap,3.0,2.0,STREAK,10,15.0,1.5,0.1,-200.0,40.0,risk_down,5 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
1067,B,session_cap,2.0,3.0,RECOVER,10,615.0,61.5,0.2,-154.0,40.0,risk_up,Streak over -> cap back to default.
1072,B,session_cap,3.0,2.0,STREAK,10,428.0,42.8,0.2,-385.0,40.0,risk_down,5 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
1077,B,session_cap,2.0,3.0,RECOVER,10,1005.0,100.5,0.3,-477.0,40.0,risk_up,Streak over -> cap back to default.
1082,B,session_cap,3.0,2.0,STREAK,10,1115.0,111.5,0.3,-275.0,40.0,risk_down,5 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
1087,B,session_cap,2.0,3.0,RECOVER,10,1375.0,137.5,0.2,-339.0,40.0,risk_up,Streak over -> cap back to default.
1092,B,session_cap,3.0,2.0,STREAK,10,1374.0,137.4,0.2,-276.0,40.0,risk_down,5 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
1099,B,session_cap,2.0,3.0,RECOVER,10,855.0,85.5,0.3,-663.0,40.0,risk_up,Streak over -> cap back to default.
1106,B,session_cap,3.0,4.0,RECOVER,10,4435.0,443.5,0.4,-388.0,40.0,risk_up,Streak over -> cap back to default.
1122,B,session_cap,4.0,3.0,STREAK,10,1978.0,197.8,0.3,-127.0,40.0,risk_down,4 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
1128,B,session_cap,3.0,4.0,RECOVER,10,3888.0,388.8,0.4,-115.0,40.0,risk_up,Streak over -> cap back to default.
1140,B,session_cap,4.0,3.0,STREAK,10,2953.0,295.3,0.5,-423.0,40.0,risk_down,4 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
1146,B,session_cap,3.0,4.0,RECOVER,10,974.0,97.4,0.2,-449.0,40.0,risk_up,Streak over -> cap back to default.
1155,B,session_cap,4.0,3.0,STREAK,10,1623.0,162.3,0.4,-154.0,40.0,risk_down,4 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
1160,B,session_cap,3.0,2.0,STREAK,10,-329.0,-32.9,0.1,-917.0,40.0,risk_down,9 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
1166,B,session_cap,2.0,3.0,RECOVER,10,1962.0,196.2,0.3,-579.0,40.0,risk_up,Streak over -> cap back to default.
1171,B,session_cap,3.0,4.0,RECOVER,10,4133.0,413.3,0.6,-103.0,40.0,risk_up,Streak over -> cap back to default.
1211,B,session_cap,4.0,3.0,STREAK,10,953.0,95.3,0.2,-480.0,40.0,risk_down,4 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
1218,B,session_cap,3.0,2.0,STREAK,10,2093.0,209.3,0.3,-70.0,40.0,risk_down,4 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
1226,B,session_cap,2.0,3.0,RECOVER,10,2176.0,217.6,0.3,-207.0,40.0,risk_up,Streak over -> cap back to default.
1232,B,session_cap,3.0,4.0,RECOVER,10,2630.0,263.0,0.3,-210.0,40.0,risk_up,Streak over -> cap back to default.
1242,B,session_cap,4.0,3.0,STREAK,10,2635.0,263.5,0.3,-565.0,40.0,risk_down,4 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
1247,B,session_cap,3.0,4.0,RECOVER,10,2138.0,213.8,0.2,-879.0,40.0,risk_up,Streak over -> cap back to default.
1255,B,session_cap,4.0,3.0,STREAK,10,527.0,52.7,0.2,-421.0,40.0,risk_down,4 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
1260,B,session_cap,3.0,4.0,RECOVER,10,2820.0,282.0,0.2,-428.0,40.0,risk_up,Streak over -> cap back to default.
1276,B,session_cap,4.0,3.0,STREAK,10,3852.0,385.2,0.3,-217.0,40.0,risk_down,4 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
1283,B,session_cap,3.0,2.0,STREAK,10,4814.0,481.4,0.2,-204.0,40.0,risk_down,4 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
1288,B,session_cap,2.0,3.0,RECOVER,10,6582.0,658.2,0.2,-474.0,40.0,risk_up,Streak over -> cap back to default.
1294,B,session_cap,3.0,2.0,STREAK,10,2449.0,244.9,0.2,-218.0,40.0,risk_down,4 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
1304,B,session_cap,2.0,3.0,RECOVER,10,1221.0,122.1,0.2,-393.0,40.0,risk_up,Streak over -> cap back to default.
1309,B,session_cap,3.0,4.0,RECOVER,10,2137.0,213.7,0.4,-195.0,40.0,risk_up,Streak over -> cap back to default.
1317,B,session_cap,4.0,3.0,STREAK,10,1579.0,157.9,0.4,-709.0,40.0,risk_down,4 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
1324,B,session_cap,3.0,2.0,STREAK,10,1317.0,131.7,0.2,-230.0,40.0,risk_down,4 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
1332,B,session_cap,2.0,3.0,RECOVER,10,181.0,18.1,0.1,-384.0,40.0,risk_up,Streak over -> cap back to default.
1337,B,session_cap,3.0,2.0,STREAK,10,1973.0,197.3,0.2,-973.0,40.0,risk_down,4 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
1343,B,session_cap,2.0,3.0,RECOVER,10,-670.0,-67.0,0.1,-746.0,40.0,risk_up,Streak over -> cap back to default.
1350,B,session_cap,3.0,4.0,RECOVER,10,1231.0,123.1,0.3,-58.0,40.0,risk_up,Streak over -> cap back to default.
1355,B,session_cap,4.0,3.0,STREAK,10,1215.0,121.5,0.3,-270.0,40.0,risk_down,4 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
1361,B,session_cap,3.0,4.0,RECOVER,10,2374.0,237.4,0.4,-258.0,40.0,risk_up,Streak over -> cap back to default.
1374,B,session_cap,4.0,3.0,STREAK,10,1510.0,151.0,0.2,-107.0,40.0,risk_down,4 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
1379,B,session_cap,3.0,4.0,RECOVER,10,4649.0,464.9,0.4,-107.0,40.0,risk_up,Streak over -> cap back to default.
1390,B,session_cap,4.0,3.0,STREAK,10,824.0,82.4,0.3,-678.0,40.0,risk_down,4 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
1396,B,session_cap,3.0,4.0,RECOVER,10,1727.0,172.7,0.3,-251.0,40.0,risk_up,Streak over -> cap back to default.
1402,B,session_cap,4.0,3.0,STREAK,10,1192.0,119.2,0.3,-538.0,40.0,risk_down,4 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
1407,B,session_cap,3.0,2.0,STREAK,10,138.0,13.8,0.1,-814.0,40.0,risk_down,9 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
1416,B,session_cap,2.0,3.0,RECOVER,10,265.0,26.5,0.2,-785.0,40.0,risk_up,Streak over -> cap back to default.
1424,B,session_cap,3.0,2.0,STREAK,10,177.0,17.7,0.2,-769.0,40.0,risk_down,4 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
1434,B,session_cap,2.0,3.0,RECOVER,10,755.0,75.5,0.3,-949.0,40.0,risk_up,Streak over -> cap back to default.
1441,B,session_cap,3.0,2.0,STREAK,10,384.0,38.4,0.2,-511.0,40.0,risk_down,4 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
1454,B,session_cap,2.0,3.0,RECOVER,10,-355.0,-35.5,0.1,-607.0,40.0,risk_up,Streak over -> cap back to default.
1459,B,session_cap,3.0,2.0,STREAK,10,-472.0,-47.2,0.1,-495.0,40.0,risk_down,5 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
1464,B,session_cap,2.0,3.0,RECOVER,10,850.0,85.0,0.4,-403.0,40.0,risk_up,Streak over -> cap back to default.
1469,B,session_cap,3.0,2.0,STREAK,10,1100.0,110.0,0.4,-244.0,40.0,risk_down,5 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
1474,B,session_cap,2.0,3.0,RECOVER,10,419.0,41.9,0.3,-348.0,40.0,risk_up,Streak over -> cap back to default.
1480,B,session_cap,3.0,2.0,STREAK,10,2195.0,219.5,0.4,-1000.0,40.0,risk_down,4 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
1487,B,session_cap,2.0,3.0,RECOVER,10,-102.0,-10.2,0.1,-825.0,40.0,risk_up,Streak over -> cap back to default.
1492,B,session_cap,3.0,4.0,RECOVER,10,2607.0,260.7,0.5,-170.0,40.0,risk_up,Streak over -> cap back to default.
1502,B,session_cap,4.0,3.0,STREAK,10,1805.0,180.5,0.5,-313.0,40.0,risk_down,4 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
1507,B,session_cap,3.0,2.0,STREAK,10,112.0,11.2,0.1,-474.0,40.0,risk_down,9 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
1514,B,session_cap,2.0,3.0,RECOVER,10,-335.0,-33.5,0.1,-692.0,40.0,risk_up,Streak over -> cap back to default.
1520,B,session_cap,3.0,2.0,STREAK,10,1056.0,105.6,0.3,-259.0,40.0,risk_down,4 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
1525,B,session_cap,2.0,3.0,RECOVER,10,1401.0,140.1,0.3,-296.0,40.0,risk_up,Streak over -> cap back to default.
1533,B,session_cap,3.0,4.0,RECOVER,10,1720.0,172.0,0.3,-135.0,40.0,risk_up,Streak over -> cap back to default.
1541,B,session_cap,4.0,3.0,STREAK,10,4630.0,463.0,0.4,-695.0,40.0,risk_down,4 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
1546,B,session_cap,3.0,4.0,RECOVER,10,920.0,92.0,0.3,-829.0,40.0,risk_up,Streak over -> cap back to default.
1560,B,session_cap,4.0,3.0,STREAK,10,713.0,71.3,0.3,-204.0,40.0,risk_down,4 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
1566,B,session_cap,3.0,4.0,RECOVER,10,620.0,62.0,0.2,-133.0,40.0,risk_up,Streak over -> cap back to default.
1578,B,session_cap,4.0,3.0,STREAK,10,1672.0,167.2,0.4,-139.0,40.0,risk_down,4 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
1583,B,session_cap,3.0,4.0,RECOVER,10,739.0,73.9,0.4,-168.0,40.0,risk_up,Streak over -> cap back to default.
1591,B,session_cap,4.0,3.0,STREAK,10,3374.0,337.4,0.4,-178.0,40.0,risk_down,4 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
1596,B,session_cap,3.0,4.0,RECOVER,10,1529.0,152.9,0.3,-224.0,40.0,risk_up,Streak over -> cap back to default.
1601,B,session_cap,4.0,3.0,STREAK,10,886.0,88.6,0.2,-233.0,40.0,risk_down,5 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
1606,B,session_cap,3.0,2.0,STREAK,10,-71.0,-7.1,0.1,-141.0,40.0,risk_down,4 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
1620,B,session_cap,2.0,3.0,RECOVER,10,-269.0,-26.9,0.1,-642.0,40.0,risk_up,Streak over -> cap back to default.
1625,B,session_cap,3.0,4.0,RECOVER,10,4804.0,480.4,0.3,-183.0,40.0,risk_up,Streak over -> cap back to default.
1632,B,session_cap,4.0,3.0,STREAK,10,750.0,75.0,0.3,-91.0,40.0,risk_down,4 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
1639,B,session_cap,3.0,4.0,RECOVER,10,1119.0,111.9,0.2,-92.0,40.0,risk_up,Streak over -> cap back to default.
1660,B,session_cap,4.0,3.0,STREAK,10,521.0,52.1,0.3,-179.0,40.0,risk_down,4 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
1665,B,session_cap,3.0,4.0,RECOVER,10,1625.0,162.5,0.4,-291.0,40.0,risk_up,Streak over -> cap back to default.
1670,B,session_cap,4.0,3.0,STREAK,10,1880.0,188.0,0.4,-99.0,40.0,risk_down,4 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
1676,B,session_cap,3.0,2.0,STREAK,10,-211.0,-21.1,0.1,-666.0,40.0,risk_down,4 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
1681,B,session_cap,2.0,3.0,RECOVER,10,431.0,43.1,0.2,-782.0,40.0,risk_up,Streak over -> cap back to default.
1686,B,session_cap,3.0,2.0,STREAK,10,133.0,13.3,0.1,-397.0,40.0,risk_down,5 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
1695,B,session_cap,2.0,3.0,RECOVER,10,702.0,70.2,0.1,-248.0,40.0,risk_up,Streak over -> cap back to default.
1700,B,session_cap,3.0,4.0,RECOVER,10,2670.0,267.0,0.4,-78.0,40.0,risk_up,Streak over -> cap back to default.
1705,B,session_cap,4.0,3.0,STREAK,10,1082.0,108.2,0.3,-681.0,40.0,risk_down,5 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
1711,B,session_cap,3.0,2.0,STREAK,10,515.0,51.5,0.2,-475.0,40.0,risk_down,4 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
1718,B,session_cap,2.0,3.0,RECOVER,10,-76.0,-7.6,0.2,-195.0,40.0,risk_up,Streak over -> cap back to default.
1725,B,session_cap,3.0,4.0,RECOVER,10,335.0,33.5,0.3,-200.0,40.0,risk_up,Streak over -> cap back to default.
1730,B,session_cap,4.0,3.0,STREAK,10,544.0,54.4,0.3,-354.0,40.0,risk_down,4 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
1737,B,session_cap,3.0,2.0,STREAK,10,-258.0,-25.8,0.1,-378.0,40.0,risk_down,4 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
1760,B,session_cap,2.0,3.0,RECOVER,10,1380.0,138.0,0.1,-359.0,40.0,risk_up,Streak over -> cap back to default.
1766,B,session_cap,3.0,4.0,RECOVER,10,3903.0,390.3,0.4,-465.0,40.0,risk_up,Streak over -> cap back to default.
1781,B,session_cap,4.0,3.0,STREAK,10,783.0,78.3,0.4,-443.0,40.0,risk_down,4 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
1787,B,session_cap,3.0,4.0,RECOVER,10,1977.0,197.7,0.4,-172.0,40.0,risk_up,Streak over -> cap back to default.
1802,B,session_cap,4.0,3.0,STREAK,10,684.0,68.4,0.2,-320.0,40.0,risk_down,4 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
1808,B,session_cap,3.0,2.0,STREAK,10,45.0,4.5,0.1,-127.0,40.0,risk_down,4 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
1816,B,session_cap,2.0,3.0,RECOVER,10,-820.0,-82.0,0.1,-824.0,40.0,risk_up,Streak over -> cap back to default.
1822,B,session_cap,3.0,2.0,STREAK,10,-21.0,-2.1,0.2,-472.0,40.0,risk_down,4 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
1827,B,session_cap,2.0,3.0,RECOVER,10,464.0,46.4,0.2,-644.0,40.0,risk_up,Streak over -> cap back to default.
1833,B,session_cap,3.0,4.0,RECOVER,10,1873.0,187.3,0.4,-192.0,40.0,risk_up,Streak over -> cap back to default.
1838,B,session_cap,4.0,3.0,STREAK,10,586.0,58.6,0.2,-534.0,40.0,risk_down,5 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
1845,B,session_cap,3.0,4.0,RECOVER,10,3959.0,395.9,0.3,-242.0,40.0,risk_up,Streak over -> cap back to default.
1853,B,session_cap,4.0,3.0,STREAK,10,1043.0,104.3,0.2,-309.0,40.0,risk_down,4 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
1859,B,session_cap,3.0,4.0,RECOVER,10,-155.0,-15.5,0.2,-504.0,40.0,risk_up,Streak over -> cap back to default.
1864,B,session_cap,4.0,3.0,STREAK,10,-144.0,-14.4,0.2,-308.0,40.0,risk_down,5 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
1870,B,session_cap,3.0,2.0,STREAK,10,37.0,3.7,0.2,-294.0,40.0,risk_down,4 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
1875,B,session_cap,2.0,3.0,RECOVER,10,1846.0,184.6,0.4,-407.0,40.0,risk_up,Streak over -> cap back to default.
1880,B,session_cap,3.0,2.0,STREAK,10,1280.0,128.0,0.3,-513.0,40.0,risk_down,5 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
1886,B,session_cap,2.0,3.0,RECOVER,10,-557.0,-55.7,0.2,-732.0,40.0,risk_up,Streak over -> cap back to default.
1891,B,session_cap,3.0,4.0,RECOVER,10,424.0,42.4,0.4,-443.0,40.0,risk_up,Streak over -> cap back to default.
1896,B,session_cap,4.0,3.0,STREAK,10,286.0,28.6,0.2,-103.0,40.0,risk_down,5 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
1903,B,session_cap,3.0,2.0,STREAK,10,-136.0,-13.6,0.1,-425.0,40.0,risk_down,4 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
1909,B,session_cap,2.0,3.0,RECOVER,10,1422.0,142.2,0.4,-118.0,40.0,risk_up,Streak over -> cap back to default.
1917,B,session_cap,3.0,4.0,RECOVER,10,2845.0,284.5,0.5,-93.0,40.0,risk_up,Streak over -> cap back to default.
1925,B,session_cap,4.0,3.0,STREAK,10,4278.0,427.8,0.5,-290.0,40.0,risk_down,4 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
1931,B,session_cap,3.0,4.0,RECOVER,10,1448.0,144.8,0.3,-166.0,40.0,risk_up,Streak over -> cap back to default.
1941,B,session_cap,4.0,3.0,STREAK,10,568.0,56.8,0.2,-119.0,40.0,risk_down,4 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
1946,B,session_cap,3.0,4.0,RECOVER,10,1066.0,106.6,0.2,-311.0,40.0,risk_up,Streak over -> cap back to default.
1961,B,session_cap,4.0,3.0,STREAK,10,1091.0,109.1,0.2,-547.0,40.0,risk_down,4 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
1966,B,session_cap,3.0,2.0,STREAK,10,425.0,42.5,0.1,-631.0,40.0,risk_down,9 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
1982,B,session_cap,2.0,3.0,RECOVER,10,204.0,20.4,0.1,-360.0,40.0,risk_up,Streak over -> cap back to default.
1987,B,session_cap,3.0,4.0,RECOVER,10,1678.0,167.8,0.3,-116.0,40.0,risk_up,Streak over -> cap back to default.
2010,B,session_cap,4.0,3.0,STREAK,10,2300.0,230.0,0.5,-47.0,40.0,risk_down,4 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
2015,B,session_cap,3.0,4.0,RECOVER,10,3066.0,306.6,0.2,-187.0,40.0,risk_up,Streak over -> cap back to default.
2023,B,session_cap,4.0,3.0,STREAK,10,4003.0,400.3,0.4,-334.0,40.0,risk_down,4 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
2031,B,session_cap,3.0,4.0,RECOVER,10,355.0,35.5,0.3,-452.0,40.0,risk_up,Streak over -> cap back to default.
2050,B,session_cap,4.0,3.0,STREAK,10,-275.0,-27.5,0.2,-661.0,40.0,risk_down,4 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
2056,B,session_cap,3.0,4.0,RECOVER,10,3691.0,369.1,0.3,-649.0,40.0,risk_up,Streak over -> cap back to default.
2092,B,session_cap,4.0,3.0,STREAK,10,446.0,44.6,0.2,-215.0,40.0,risk_down,4 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
2097,B,session_cap,3.0,2.0,STREAK,10,615.0,61.5,0.2,-164.0,40.0,risk_down,4 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
2108,B,session_cap,2.0,3.0,RECOVER,10,-743.0,-74.3,0.1,-1546.0,40.0,risk_up,Streak over -> cap back to default.
2113,B,session_cap,3.0,2.0,STREAK,10,2133.0,213.3,0.2,-805.0,40.0,risk_down,4 losses in a row (normal for 29% WR!) -> twitchy cap on trades/day.
2118,B,session_cap,2.0,3.0,RECOVER,10,2901.0,290.1,0.3,-688.0,40.0,risk_up,Streak over -> cap back to default.
